international,age,semesters_completed,commute_distance_km,financial_need_score,housing_urgency_rating,grades,should_recieve_housing,HO,A1,A2,A3,A4
international,24,4,6.7,88.65,8.4,49.8,1,1,1,1,1,1
international,21,3,11.7,70.17,5.3,2.0,0,1,1,1,1,1
domestic,19,1,20.1,55.19,4.6,5.1,0,1,0,0,0,0
domestic,22,3,4.7,85.83,5.3,3.5,1,1,1,1,1,1
domestic,29,7,7.5,43.29,3.5,4.18,0,0,0,0,0,0
domestic,21,5,30.5,49.2,5.3,4.69,0,0,0,0,0,0
domestic,23,1,8.6,93.51,6.1,5.39,1,1,1,1,1,1
domestic,35,8,13.7,32.9,3.8,5.85,0,0,0,0,0,0
domestic,30,10,38.7,68.11,5.0,5.06,0,0,0,1,0,0
domestic,22,8,7.0,62.16,2.6,5.31,0,0,0,0,0,0
international,26,4,44.3,68.32,3.1,,0,0,1,1,0,0
domestic,26,3,17.0,48.26,6.7,3.11,1,1,0,0,1,0
international,25,5,30.0,70.85,7.6,1.7,1,1,1,1,1,1
international,22,2,27.2,60.58,7.1,B,1,1,0,1,1,1
domestic,25,4,23.8,74.98,5.2,5.08,1,1,1,1,1,1
domestic,31,10,27.9,77.96,6.4,5.42,1,1,1,1,1,0
domestic,22,3,29.7,73.95,5.4,5.28,1,1,1,1,1,1
domestic,19,1,13.2,69.46,6.6,4.16,1,1,1,1,1,1
domestic,34,9,16.9,68.91,6.6,5.27,1,0,1,1,1,0
domestic,21,5,30.1,58.16,8.0,5.82,1,1,0,1,0,1
domestic,28,5,10.7,65.09,7.3,,1,1,0,1,1,1
domestic,34,10,1.1,31.97,3.6,4.73,0,0,0,0,0,0
domestic,22,7,32.3,24.14,5.0,5.25,0,0,0,0,0,0
international,24,4,18.8,70.01,5.7,4.3,1,1,1,1,1,1
domestic,22,6,3.9,57.5,3.9,3.24,0,0,0,0,0,0
international,31,8,36.9,46.82,7.1,4.8,1,0,0,0,0,0
domestic,36,6,14.2,49.98,3.7,4.94,0,0,0,0,0,0
domestic,31,7,19.2,31.49,4.6,4.1,0,0,0,0,0,0
international,22,6,27.4,60.68,8.0,F,1,1,0,1,1,1
international,36,10,20.5,31.63,3.2,4.1,0,0,0,0,0,0
domestic,27,5,2.4,55.35,6.0,3.36,0,0,0,0,0,0
domestic,23,1,14.6,65.06,5.8,5.38,1,1,0,1,1,1
domestic,31,9,1.7,75.72,4.2,3.72,0,0,1,1,0,0
domestic,28,4,2.5,55.01,5.5,5.85,1,0,0,0,0,0
international,24,6,23.3,47.0,1.4,B,0,0,0,0,0,0
international,27,7,26.4,70.1,4.4,61.0,0,0,1,1,1,0
international,31,11,20.5,69.04,3.8,5.7,0,0,1,1,0,0
domestic,26,5,2.4,65.68,5.4,3.72,0,1,0,1,1,0
domestic,26,3,24.1,83.38,5.0,5.66,0,1,1,1,1,1
domestic,22,2,20.6,80.63,8.5,,1,1,1,1,1,1
domestic,25,4,22.9,74.12,5.5,5.22,1,1,1,1,1,1
domestic,28,6,17.8,54.11,5.1,4.95,0,0,0,0,0,0
domestic,21,5,3.6,58.28,4.0,3.01,0,0,0,0,0,0
domestic,20,3,28.7,29.78,6.9,2.93,0,1,0,0,0,0
domestic,30,6,7.0,34.25,7.2,5.44,0,0,0,0,0,0
domestic,20,2,32.5,44.02,7.4,,1,1,0,0,0,0
domestic,33,5,17.1,53.77,6.4,3.98,1,0,0,0,1,0
international,29,4,23.6,50.94,5.1,69.4,0,0,0,0,1,0
domestic,23,6,35.9,49.39,5.6,2.24,0,0,0,0,0,0
domestic,26,8,21.8,66.5,5.3,4.54,0,0,0,1,0,0
domestic,25,7,2.7,63.66,3.0,4.79,0,0,0,0,0,0
domestic,24,1,5.6,35.82,3.8,2.93,0,0,0,0,0,0
domestic,20,1,16.6,80.89,8.3,5.54,1,1,1,1,1,1
domestic,24,7,23.2,75.27,4.0,4.19,0,0,1,1,0,0
domestic,28,9,2.3,58.49,4.8,4.91,0,0,0,0,0,0
international,30,2,16.1,68.99,4.6,4.8,0,0,1,1,1,0
domestic,22,3,10.2,49.56,4.0,2.64,0,0,0,0,0,0
international,21,6,13.6,76.03,5.2,83.0,1,1,1,1,0,1
international,31,10,28.2,63.55,4.1,3.3,0,0,0,1,0,0
domestic,30,11,6.9,34.61,4.3,3.76,0,0,0,0,0,0
domestic,27,6,12.4,45.83,4.7,3.69,0,0,0,0,0,0
domestic,22,6,12.9,79.14,6.7,4.15,1,1,1,1,1,1
international,27,7,26.1,37.2,3.3,4.4,0,0,0,0,0,0
domestic,28,9,8.0,60.32,4.6,,0,0,0,0,0,0
international,34,5,40.7,49.87,3.6,3.2,0,0,0,0,0,0
domestic,32,5,22.0,63.95,3.5,5.13,0,0,0,0,0,0
domestic,21,3,12.9,80.14,7.1,4.48,1,1,1,1,1,1
domestic,24,2,17.8,18.13,5.2,4.16,0,0,0,0,0,0
domestic,21,3,4.5,35.4,3.6,4.55,0,0,0,0,0,0
international,23,1,46.0,43.51,5.1,49.9,0,0,0,0,0,0
international,25,6,24.7,48.12,5.5,A,0,0,0,0,0,0
domestic,20,3,7.2,70.72,5.8,3.27,1,1,1,1,1,1
domestic,20,4,2.1,36.85,3.5,4.99,0,0,0,0,0,0
domestic,27,5,17.5,83.93,4.0,5.78,0,0,1,1,1,1
domestic,25,7,5.8,47.75,5.8,4.05,0,0,0,0,0,0
domestic,29,2,7.8,66.57,7.7,4.02,1,1,0,1,1,1
international,34,8,50.3,38.49,3.4,A,0,0,0,0,0,0
domestic,31,7,22.8,70.54,3.3,4.81,0,0,1,1,0,0
international,30,8,63.6,40.79,5.3,82.3,0,0,0,0,0,0
international,27,3,17.2,36.97,5.8,,0,0,0,0,1,0
international,21,5,3.4,43.34,3.7,2.9,0,0,0,0,0,0
domestic,22,4,2.4,38.38,4.8,5.48,0,0,0,0,0,0
domestic,36,8,8.9,39.63,4.1,5.46,0,0,0,0,0,0
domestic,20,1,16.1,53.04,6.0,4.07,1,1,0,0,1,0
domestic,26,4,38.8,42.2,5.7,2.49,1,0,0,0,0,0
domestic,25,9,25.8,57.45,4.6,4.03,0,0,0,0,0,0
international,29,7,21.3,44.91,4.6,8.4,0,0,0,0,0,0
domestic,27,4,10.5,58.67,5.9,4.17,1,1,0,0,1,0
domestic,25,6,8.1,56.69,7.4,5.03,1,1,0,0,1,0
international,20,2,27.4,88.75,7.6,C,1,1,1,1,1,1
domestic,32,9,3.7,31.78,3.7,5.46,0,0,0,0,0,0
domestic,21,4,40.5,60.84,6.4,4.33,1,1,0,1,0,1
international,25,9,36.0,63.06,4.1,74.7,0,0,0,1,0,0
domestic,25,6,2.4,41.04,3.3,5.78,0,0,0,0,0,0
domestic,23,1,3.1,52.05,6.7,3.7,1,1,0,0,1,0
domestic,21,5,9.3,44.62,7.3,,1,1,0,0,0,0
domestic,30,9,2.8,60.13,4.2,5.47,0,0,0,0,0,0
domestic,33,8,40.9,21.85,2.7,2.5,0,0,0,0,0,0
domestic,23,8,15.6,26.21,5.1,3.05,0,0,0,0,0,0
domestic,25,4,26.2,66.93,1.9,,0,0,0,0,0,0
domestic,20,2,12.3,74.02,3.5,3.73,1,0,1,1,0,1
domestic,34,12,7.3,37.68,1.1,5.58,0,0,0,0,0,0
domestic,31,10,9.7,37.54,1.4,1.88,0,0,0,0,0,0
domestic,28,7,27.4,63.74,6.7,5.13,0,1,0,1,1,0
international,22,5,7.4,27.39,1.5,9.6,0,0,0,0,0,0
domestic,29,8,3.1,47.71,4.4,3.92,0,0,0,0,0,0
domestic,24,3,7.1,61.87,7.1,4.37,0,1,0,1,1,1
international,20,2,57.2,39.42,6.3,90.7,0,1,0,0,0,0
international,31,11,41.2,62.95,7.3,A,1,1,0,1,0,0
domestic,30,10,19.1,65.04,6.3,5.75,0,0,0,1,0,0
international,28,9,52.1,71.0,6.7,F,1,1,1,1,0,0
domestic,26,9,15.7,56.0,5.5,4.03,0,0,0,0,0,0
domestic,22,4,28.4,50.85,7.6,3.88,1,1,0,0,1,0
domestic,26,7,25.6,59.77,5.1,4.01,0,0,0,0,0,0
domestic,32,7,8.3,36.14,3.8,3.64,0,0,0,0,0,0
domestic,24,2,25.8,43.66,5.9,5.17,0,1,0,0,0,0
domestic,31,9,6.2,35.89,2.6,4.45,0,0,0,0,0,0
domestic,25,9,18.5,73.64,7.3,5.39,1,1,1,1,1,1
domestic,28,4,1.4,59.9,4.4,,1,0,0,0,0,0
domestic,21,4,4.4,55.45,6.4,2.56,1,1,0,0,1,0
domestic,29,4,13.7,31.83,2.5,3.39,0,0,0,0,0,0
domestic,27,2,8.3,44.45,2.0,5.07,0,0,0,0,0,0
domestic,21,4,13.6,79.58,6.7,3.8,1,1,1,1,1,1
domestic,27,7,17.3,64.9,5.3,4.57,0,0,0,1,0,0
domestic,21,3,30.0,72.26,7.5,3.51,1,1,1,1,1,1
international,27,8,13.8,70.56,5.2,,1,0,1,1,1,0
domestic,26,6,5.0,40.46,4.9,5.1,0,0,0,0,0,0
domestic,30,9,22.3,51.78,6.5,3.98,0,0,0,0,0,0
domestic,31,10,25.8,50.82,4.1,4.39,0,0,0,0,0,0
domestic,21,1,16.0,40.51,4.2,4.87,0,0,0,0,0,0
domestic,27,10,9.1,29.88,3.9,1.6,0,0,0,0,0,0
domestic,28,2,2.8,61.69,2.7,2.21,0,0,0,0,0,0
domestic,27,3,21.6,71.95,5.8,3.86,1,1,1,1,1,1
domestic,31,4,29.0,51.4,5.8,2.93,1,0,0,0,0,0
domestic,21,4,18.6,50.19,3.0,3.97,0,0,0,0,0,0
domestic,27,2,6.5,21.99,3.8,3.84,0,0,0,0,0,0
domestic,23,6,50.4,47.62,4.3,3.56,1,0,0,0,0,0
international,20,0,30.9,67.11,5.5,3.0,1,1,1,1,0,1
domestic,25,4,18.3,45.13,2.3,5.62,0,0,0,0,0,0
domestic,30,6,5.0,11.21,1.0,,0,0,0,0,0,0
domestic,23,4,21.1,50.18,8.3,5.17,1,1,0,0,1,1
domestic,28,7,44.9,44.63,4.1,2.98,0,0,0,0,0,0
domestic,27,8,7.2,56.41,2.1,5.68,0,0,0,0,0,0
international,31,9,34.5,48.92,5.0,2.9,0,0,0,0,0,0
domestic,20,3,10.4,79.42,5.2,4.44,1,1,1,1,1,1
international,23,4,29.6,65.14,4.8,2.8,0,0,0,1,0,0
international,21,6,2.9,79.66,4.2,B,0,1,1,1,0,1
domestic,20,2,11.1,71.88,7.7,4.05,1,1,1,1,1,1
domestic,25,6,21.2,76.9,6.2,5.03,1,1,1,1,1,1
domestic,28,2,3.2,48.53,4.1,5.9,0,0,0,0,0,0
international,26,5,41.6,71.74,7.1,64.6,1,1,1,1,1,1
international,29,7,21.5,37.53,5.0,3.6,0,0,0,0,0,0
domestic,30,7,28.8,56.55,2.9,5.74,0,0,0,0,0,0
domestic,20,2,54.6,77.52,9.1,1.69,1,1,1,1,1,1
domestic,22,3,23.0,40.2,8.2,4.88,0,1,0,0,1,0
domestic,24,8,19.9,68.81,2.4,5.95,0,0,1,0,0,0
domestic,25,5,42.3,43.56,5.8,4.28,1,0,0,0,0,0
international,19,0,17.1,58.73,4.6,3.3,1,1,0,1,0,0
domestic,32,5,43.0,35.97,3.8,1.9,0,0,0,0,0,0
international,29,7,28.7,58.1,3.2,,0,0,0,0,0,0
international,28,2,45.8,38.19,6.3,D,0,0,0,0,0,0
domestic,35,11,30.4,52.85,2.4,4.51,0,0,0,0,0,0
domestic,32,9,20.9,32.35,2.8,3.92,0,0,0,0,0,0
domestic,28,9,50.7,51.09,5.7,5.11,1,0,0,0,0,0
domestic,20,3,0.7,53.16,4.6,4.03,0,0,0,0,0,0
domestic,25,7,39.5,48.63,3.5,4.92,0,0,0,0,0,0
domestic,26,6,30.7,30.4,3.7,5.61,0,0,0,0,0,0
international,23,5,19.5,81.59,6.3,,1,1,1,1,1,1
domestic,33,2,5.4,63.62,3.2,4.83,0,0,0,0,0,0
domestic,20,2,6.4,33.08,5.1,5.71,0,0,0,0,0,0
domestic,28,4,28.9,40.7,4.6,4.52,0,0,0,0,0,0
domestic,34,11,39.4,74.44,3.9,,0,0,1,1,0,0
domestic,25,8,21.8,56.44,7.1,5.06,0,1,0,0,1,0
domestic,26,5,37.1,42.11,6.0,5.84,1,0,0,0,0,0
international,27,9,55.8,42.2,6.0,4.8,0,0,0,0,0,0
domestic,27,5,8.4,48.23,5.1,3.25,0,0,0,0,0,0
domestic,25,8,39.3,60.01,3.4,3.38,0,0,0,0,0,0
domestic,24,6,0.9,67.73,3.2,3.04,0,0,0,0,0,0
international,32,10,24.2,82.81,5.2,8.2,1,0,1,1,1,0
domestic,25,2,27.0,76.14,7.7,4.23,1,1,1,1,1,1
domestic,23,3,36.6,74.66,6.6,3.05,1,1,1,1,0,1
domestic,21,2,6.0,79.95,3.8,3.08,1,1,1,1,1,1
domestic,33,9,19.4,24.0,4.3,2.68,0,0,0,0,0,0
domestic,22,6,14.4,34.38,4.7,5.66,0,0,0,0,0,0
international,23,9,10.9,89.75,5.5,2.0,1,1,1,1,1,1
international,26,5,22.9,59.98,3.0,4.4,0,0,0,0,0,0
domestic,32,6,37.0,46.21,5.1,5.18,0,0,0,0,0,0
domestic,22,6,12.0,48.43,6.5,4.95,0,1,0,0,0,0
domestic,21,2,18.9,51.77,6.1,5.34,1,1,0,0,1,0
international,30,10,49.6,60.82,4.1,92.7,0,0,0,1,0,0
domestic,21,2,24.7,63.92,5.5,4.26,1,1,0,1,1,1
domestic,22,6,16.5,86.3,4.9,5.17,1,1,1,1,1,1
domestic,23,5,11.0,52.95,6.5,3.88,0,1,0,0,0,0
domestic,21,3,3.8,87.85,5.3,3.26,1,1,1,1,1,1
domestic,24,3,3.8,57.15,4.2,3.52,0,0,0,0,0,0
domestic,31,11,66.1,22.57,7.2,5.63,0,0,0,0,0,0
domestic,28,6,24.9,68.44,6.1,5.55,1,1,1,1,1,0
domestic,22,2,5.1,36.11,3.1,3.6,0,0,0,0,0,0
international,29,6,18.5,35.59,3.6,88.8,0,0,0,0,0,0
domestic,28,7,2.7,23.03,1.8,3.43,0,0,0,0,0,0
international,29,7,35.0,63.72,6.3,A,1,1,0,1,0,0
domestic,26,5,13.6,40.62,4.0,3.26,0,0,0,0,0,0
domestic,29,5,29.5,52.65,3.8,3.05,0,0,0,0,0,0
domestic,23,2,42.3,66.33,5.4,,0,1,0,1,0,1
international,27,7,29.0,39.24,2.4,83.5,0,0,0,0,0,0
domestic,20,2,1.5,55.12,4.8,2.12,0,1,0,0,0,0
domestic,28,6,24.7,58.72,6.0,,0,0,0,0,0,0
domestic,29,7,20.2,52.04,4.1,4.96,0,0,0,0,0,0
domestic,20,1,2.3,75.73,5.3,4.25,1,1,1,1,1,1
domestic,34,10,4.5,35.86,3.8,3.52,0,0,0,0,0,0
domestic,30,11,12.5,86.17,4.9,4.72,0,0,1,1,0,0
domestic,29,12,24.1,78.51,6.2,5.39,1,1,1,1,0,0
domestic,28,4,16.1,34.2,5.3,4.8,0,0,0,0,0,0
domestic,25,2,3.4,26.24,3.5,5.5,0,0,0,0,0,0
domestic,24,8,32.2,24.97,2.1,4.79,0,0,0,0,0,0
domestic,26,7,33.5,75.29,6.5,4.08,1,1,1,1,0,1
domestic,25,3,23.3,69.22,4.3,,0,0,1,1,1,0
international,30,3,42.0,55.91,7.7,8.6,1,1,0,1,1,0
international,30,8,42.8,74.18,3.9,4.6,0,0,1,1,0,0
domestic,25,5,33.1,49.46,3.4,3.86,0,0,0,0,0,0
domestic,29,4,6.2,56.78,3.3,3.85,0,0,0,0,0,0
domestic,25,5,0.9,57.79,2.5,4.11,0,0,0,0,0,0
domestic,28,7,9.0,21.99,1.0,4.48,0,0,0,0,0,0
domestic,23,2,11.7,69.91,4.3,5.69,0,0,1,1,1,1
domestic,24,10,12.0,39.24,3.7,4.28,0,0,0,0,0,0
international,21,2,33.0,54.52,6.9,95.7,0,1,0,1,0,1
domestic,26,5,23.3,71.72,6.4,4.84,1,1,1,1,1,1
domestic,26,4,14.9,45.33,4.4,4.58,0,0,0,0,0,0
domestic,26,10,40.9,47.26,5.2,,1,0,0,0,0,0
domestic,29,9,1.4,26.5,1.1,5.2,0,0,0,0,0,0
domestic,22,5,18.8,34.55,3.1,4.67,0,0,0,0,0,0
domestic,24,7,22.6,81.68,3.1,3.93,0,0,1,1,0,0
international,28,6,28.2,78.79,7.7,54.1,1,1,1,1,1,1
international,30,7,22.1,43.35,1.8,B,0,0,0,0,0,0
domestic,31,11,23.0,25.76,2.5,,0,0,0,0,0,0
domestic,33,9,50.1,64.0,6.1,5.14,1,0,0,1,0,0
domestic,27,5,22.2,49.73,5.9,3.67,1,0,0,0,0,0
domestic,22,6,2.4,60.53,4.0,3.49,0,0,0,0,0,0
domestic,25,9,7.8,63.08,5.8,4.86,1,0,0,1,0,0
domestic,29,6,24.0,41.69,5.6,5.46,0,0,0,0,0,0
international,23,2,45.7,83.47,8.8,1.1,1,1,1,1,1,1
international,24,4,11.8,52.68,4.6,D,0,0,0,0,0,0
international,33,6,22.9,60.59,5.3,C,0,0,0,1,1,0
domestic,20,1,29.7,81.63,6.6,5.19,1,1,1,1,1,1
domestic,29,8,9.9,59.27,2.7,4.88,0,0,0,0,0,0
domestic,24,3,20.5,48.87,3.5,1.86,0,0,0,0,0,0
domestic,22,7,39.2,73.71,4.3,4.75,0,0,1,1,0,0
domestic,22,6,8.2,58.56,5.7,,0,1,0,0,0,0
domestic,23,5,11.0,59.98,5.4,3.29,0,1,0,0,0,0
domestic,36,11,24.8,29.92,4.2,5.42,0,0,0,0,0,0
domestic,26,5,17.2,80.51,5.5,4.69,1,1,1,1,1,1
international,28,4,65.3,72.55,5.0,83.3,1,0,1,1,0,0
domestic,22,2,5.3,60.52,5.5,4.8,1,1,0,0,1,1
international,25,6,48.6,48.15,6.2,B,0,0,0,0,0,0
international,30,5,23.8,57.89,5.9,5.6,0,0,0,1,1,0
international,25,9,38.5,49.65,6.2,B,0,0,0,0,0,0
domestic,25,1,7.2,67.79,6.8,5.36,1,1,0,1,1,1
domestic,27,8,13.5,55.16,5.9,4.63,0,0,0,0,0,0
domestic,25,4,8.1,55.3,3.7,3.85,0,0,0,0,0,0
domestic,28,5,11.0,54.59,6.4,4.44,1,1,0,0,1,0
domestic,20,1,11.8,33.38,3.7,4.13,0,0,0,0,0,0
domestic,35,10,9.5,31.07,1.4,5.19,0,0,0,0,0,0
domestic,25,2,21.7,74.96,7.0,3.2,1,1,1,1,1,1
domestic,32,9,27.5,64.16,2.9,5.68,0,0,0,0,0,0
international,26,5,43.3,45.26,3.9,9.6,0,0,0,0,0,0
domestic,28,3,19.3,42.73,4.0,5.24,0,0,0,0,0,0
domestic,29,7,4.5,56.72,4.0,4.67,0,0,0,0,0,0
domestic,20,1,9.1,46.82,4.6,3.29,0,0,0,0,0,0
domestic,29,6,18.7,27.45,3.4,5.01,0,0,0,0,0,0
domestic,23,6,3.0,67.29,3.2,5.68,0,0,0,0,0,0
domestic,22,1,5.0,80.56,8.3,3.82,1,1,1,1,1,1
domestic,24,8,29.3,40.05,5.3,4.63,0,0,0,0,0,0
domestic,31,11,24.3,64.81,4.3,4.71,0,0,0,0,0,0
domestic,22,3,22.8,46.14,5.8,5.81,1,1,0,0,0,0
domestic,24,10,36.4,69.66,7.1,3.78,0,1,1,1,0,1
domestic,24,6,22.3,70.44,6.0,2.91,1,1,1,1,1,1
domestic,23,2,4.0,77.65,5.8,5.97,1,1,1,1,1,1
domestic,22,3,23.4,63.43,7.8,3.76,1,1,0,1,1,1
domestic,26,6,2.7,55.9,3.6,3.79,0,0,0,0,0,0
domestic,34,6,30.2,41.42,2.6,4.41,0,0,0,0,0,0
domestic,19,2,2.1,65.18,4.2,5.53,1,1,0,0,0,1
international,25,6,6.9,78.01,4.1,55.7,1,0,1,1,1,0
international,21,6,38.0,80.43,5.2,4.8,1,1,1,1,0,1
domestic,25,7,44.0,48.98,5.3,4.39,0,0,0,0,0,0
domestic,31,6,9.0,62.85,4.1,3.77,0,0,0,0,0,0
international,25,1,23.6,37.28,4.5,C,1,0,0,0,0,0
domestic,24,1,17.3,36.68,7.6,4.51,1,1,0,0,1,0
international,20,3,19.1,78.61,6.5,80.2,1,1,1,1,1,1
domestic,21,1,1.6,76.34,6.2,2.7,1,1,1,1,1,1
domestic,24,5,9.6,67.22,3.5,4.61,0,0,0,1,0,0
domestic,24,3,5.0,60.32,4.9,,0,0,0,0,0,0
domestic,25,5,11.7,25.12,3.8,3.21,0,0,0,0,0,0
domestic,28,7,2.0,31.88,2.5,4.58,0,0,0,0,0,0
international,30,11,40.9,39.5,2.7,83.6,0,0,0,0,0,0
international,32,8,62.7,39.42,7.3,7.9,0,0,0,0,0,0
domestic,27,5,5.4,64.47,7.4,5.28,1,1,0,1,1,1
domestic,22,3,13.9,40.44,5.6,5.68,0,0,0,0,0,0
domestic,31,4,27.9,36.79,4.7,4.63,0,0,0,0,0,0
domestic,25,4,37.7,42.9,6.9,5.65,1,1,0,0,0,0
domestic,26,2,4.3,23.62,2.2,3.95,0,0,0,0,0,0
domestic,23,1,9.9,48.53,4.8,4.96,0,0,0,0,0,0
domestic,21,3,18.4,77.0,7.5,3.8,1,1,1,1,1,1
domestic,27,7,18.7,22.55,2.2,1.73,0,0,0,0,0,0
domestic,22,2,8.2,47.58,4.8,4.35,0,0,0,0,0,0
international,28,9,15.4,87.14,6.5,9.2,1,1,1,1,1,1
domestic,24,7,5.4,36.05,2.1,5.07,0,0,0,0,0,0
domestic,31,7,15.0,70.99,4.9,4.54,0,0,1,1,0,0
domestic,23,1,21.8,48.12,7.3,3.71,1,1,0,0,1,0
domestic,21,5,13.2,44.92,3.8,5.8,0,0,0,0,0,0
domestic,28,8,31.6,47.7,4.3,4.38,0,0,0,0,0,0
domestic,23,5,3.0,37.13,4.1,4.88,0,0,0,0,0,0
domestic,23,3,5.6,51.15,4.0,2.89,0,0,0,0,0,0
international,28,4,15.5,64.43,4.9,9.1,1,0,0,1,1,0
international,21,4,8.5,76.51,6.0,62.3,1,1,1,1,1,1
international,25,7,27.4,60.68,7.1,,1,1,0,1,1,0
international,32,9,30.6,44.06,3.6,2.6,0,0,0,0,0,0
domestic,22,4,8.4,55.56,5.3,3.93,0,1,0,0,0,0
international,24,2,32.4,73.08,7.4,83.4,1,1,1,1,1,1
international,21,1,36.9,80.35,8.0,1.7,1,1,1,1,1,1
international,22,6,31.0,86.13,5.9,A,0,1,1,1,0,1
domestic,24,3,36.5,65.8,7.8,3.68,1,1,0,1,1,1
international,25,7,49.6,76.12,8.2,,1,1,1,1,1,1
domestic,20,4,1.5,79.27,7.2,5.62,1,1,1,1,1,1
domestic,21,4,16.9,59.88,4.0,4.12,0,0,0,0,0,0
international,29,3,51.0,22.93,5.5,72.2,0,0,0,0,0,0
domestic,28,8,25.6,50.61,4.3,3.15,0,0,0,0,0,0
domestic,22,6,11.1,64.98,5.9,5.56,1,1,0,1,0,1
domestic,26,5,1.1,67.77,3.7,5.05,0,0,0,1,0,0
domestic,29,6,17.4,80.39,6.3,5.36,1,1,1,1,1,1
international,19,1,25.1,66.53,8.4,3.6,1,1,1,1,1,1
domestic,28,6,2.9,51.8,3.4,5.58,0,0,0,0,0,0
international,25,8,13.7,57.37,1.9,98.3,0,0,0,0,0,0
international,20,4,19.4,54.14,6.3,2.9,0,1,0,1,0,0
domestic,20,4,46.6,33.44,6.0,5.21,0,0,0,0,0,0
international,24,1,28.8,78.69,5.7,84.4,1,1,1,1,1,1
domestic,20,0,7.1,40.15,5.1,5.08,0,0,0,0,0,0
domestic,20,1,9.5,67.36,6.0,3.76,1,1,0,1,1,1
domestic,23,4,5.4,79.49,7.4,4.42,1,1,1,1,1,1
domestic,24,4,35.9,62.09,4.7,5.18,0,0,0,0,0,0
domestic,27,7,10.2,39.14,2.8,2.92,0,0,0,0,0,0
domestic,21,5,5.6,51.71,4.6,3.27,1,0,0,0,0,0
domestic,28,6,1.6,38.86,4.5,5.1,0,0,0,0,0,0
domestic,32,11,48.2,57.52,6.0,5.12,0,0,0,0,0,0
domestic,23,7,10.8,16.54,2.8,4.84,0,0,0,0,0,0
domestic,27,4,10.1,53.84,4.4,3.66,0,0,0,0,0,0
domestic,21,3,20.6,43.29,4.9,5.74,0,0,0,0,0,0
international,27,7,12.8,82.19,4.0,5.1,1,0,1,1,1,0
domestic,23,3,34.8,70.45,7.2,5.0,1,1,1,1,0,1
international,33,2,7.6,55.52,2.2,B,0,0,0,0,0,0
international,24,5,27.4,69.68,6.8,24.0,1,1,1,1,1,1
domestic,22,3,8.3,45.87,2.9,3.1,0,0,0,0,0,0
domestic,25,11,25.4,45.56,8.6,5.59,1,1,0,0,0,0
domestic,22,2,10.9,80.48,5.0,4.8,1,1,1,1,1,1
domestic,35,4,34.1,48.27,5.7,4.32,0,0,0,0,0,0
domestic,32,6,16.4,46.59,3.5,4.98,0,0,0,0,0,0
international,20,0,8.9,48.96,4.4,82.1,1,0,0,0,0,0
domestic,24,5,25.1,74.39,6.4,4.81,1,1,1,1,1,1
domestic,22,1,14.6,64.46,4.0,3.21,0,0,0,0,0,0
domestic,30,6,14.8,33.04,3.3,4.21,0,0,0,0,0,0
domestic,33,2,19.8,18.66,3.5,3.02,0,0,0,0,0,0
domestic,21,2,8.0,66.31,4.7,2.6,0,1,0,1,1,1
domestic,28,10,29.3,67.95,5.6,5.07,0,0,0,1,0,0
domestic,24,7,8.6,31.1,2.2,4.78,0,0,0,0,0,0
domestic,27,8,13.3,53.25,5.3,5.06,0,0,0,0,0,0
domestic,25,4,29.3,21.04,4.4,5.2,0,0,0,0,0,0
international,24,6,20.1,75.2,5.5,2.0,1,1,1,1,0,1
domestic,25,7,34.4,53.48,3.7,3.07,0,0,0,0,0,0
domestic,20,1,6.6,48.05,7.2,,1,1,0,0,1,1
domestic,25,7,11.7,66.44,7.2,5.23,1,1,0,1,1,1
domestic,21,5,12.4,41.55,6.2,4.99,0,1,0,0,0,0
domestic,22,5,16.1,44.58,5.4,4.72,0,0,0,0,0,0
domestic,25,10,19.5,55.25,4.7,4.8,1,0,0,0,0,0
domestic,26,5,30.4,75.5,5.8,3.71,1,1,1,1,0,1
domestic,21,3,8.4,32.29,5.6,4.58,0,0,0,0,0,0
domestic,19,1,8.0,40.52,3.2,2.22,0,0,0,0,0,0
domestic,22,6,18.9,63.71,3.5,3.34,0,0,0,0,0,0
domestic,21,6,11.8,46.8,4.4,4.46,0,0,0,0,0,0
domestic,24,7,10.1,41.8,6.1,,0,0,0,0,0,0
domestic,22,2,34.2,54.5,4.6,2.11,0,0,0,0,0,0
domestic,25,6,45.3,75.96,4.2,5.24,0,0,1,1,0,0
international,27,10,53.0,52.5,5.3,B,0,0,0,0,0,0
international,24,3,45.0,55.04,6.1,80.6,0,1,0,1,0,0
international,29,6,21.3,57.81,5.0,,1,0,0,1,1,0
domestic,21,3,1.9,55.51,2.6,5.53,0,0,0,0,0,0
domestic,21,6,19.6,79.37,6.4,4.89,1,1,1,1,1,1
domestic,29,7,40.4,24.45,4.6,3.0,0,0,0,0,0,0
domestic,35,8,18.5,57.09,6.1,2.51,0,0,0,0,0,0
international,29,3,25.3,44.82,2.9,77.1,0,0,0,0,0,0
international,22,3,13.5,82.95,7.9,4.3,1,1,1,1,1,1
international,35,11,63.0,21.28,4.0,C,0,0,0,0,0,0
domestic,27,4,3.6,52.89,1.5,2.53,0,0,0,0,0,0
domestic,27,8,21.4,37.25,6.4,3.38,0,0,0,0,0,0
domestic,27,10,4.4,44.53,4.3,5.94,0,0,0,0,0,0
domestic,24,7,7.1,53.77,4.1,5.41,0,0,0,0,0,0
domestic,26,6,0.5,62.03,2.2,2.37,0,0,0,0,0,0
